#رقم	مشكول	غيرمشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرده	التأنيث	التثنية	ج, مؤ, س,	ج, مذ, س,	المنقوص	تنوين النصب	نسب	إض, لف,	ـو	ك	كال	ها	هم	تنون النصب للجمع	شرح
214	مَعِينٌ		عين		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"مَعِينٌ-مَعِينٌ [ع ي ن]. ""مَاءٌ مَعِينٌ"" : جَارٍ عَلَى وَجْهِ الأَرْضِ مُتَدَفِّقاً. الملك آية 30 قُلْ أَرَأَيْتُمْ إِنْ أَصْبَحَ مَاؤُكُمْ غَوْرًا فَمَنْ يَأْتِيكُمْ بِمَاءٍ مَعِين (قرآن)."
215	مُغَبِّرَةٌ		غبر		صفة			مذكر			مفرد								Tn									"مُغَبِّرَةٌ-مُغَبِّرَةٌ [غ ب ر]. ""نَاسِكُونَ مُغَبِّرَةٌ"" : أَيِ الَّذِينَ يُغَبِّرُونَ بِذِكْرِ اللهِ، أَيْ يُرَدِّدُونَ اسْمَ اللهِ فِي كُلِّ آنٍ."
216	غِرٌّ		غرر		صفة			مذكر			مفرد	+ات;أَغْرَارٌ		Ta	DnT	Pf			Tn									". ""ما يَزَالُ غِرّاً"" : شَابّاً لاَ خِبْرَةَ لَهُ وَلاَ تَجْرِبَةَ."
217	أَغْرَارٌ		غرر		صفة			مذكر			جمع																	
218	غِطْرِسٌ		غطرس		صفة			مذكر			مفرد	غَطَارِسُ			DnN				Tn									". ""وَلَدٌ غِطْرِسٌ"" : مُتَكَبِّرٌ،"
219	غَطَارِسُ		غطرس		صفة			مذكر			جمع																Non	
220	غِطْرِيسٌ		غطرس		صفة			مذكر			مفرد	غَطَارِيسُ			DnN				Tn									. ن. غِطْرِسٌ.
221	غَطَارِيسُ		غطرس		صفة			مذكر			جمع																Non	
222	غُطْرُوفٌ		غطرف		صفة			مذكر			مفرد								Tn									"غُطْرُوفٌ - [غ ط ر ف]. ""شَابٌّ غُطْرُوفٌ"" : حَسَنٌ، ظَرِيفٌ. "
223	غِطْرِيفٌ		غطرف		صفة			مذكر			مفرد	غَطَارِيفُ;غَطَارِفَةٌ			DnN				Tn									". ""رَجُلٌ غِطْرِيفٌ"" : كَرِيمٌ، سَخِيٌّ."
224	غَطَارِيفُ		غطرف		صفة			مذكر			جمع																Non	
225	غَطَارِفَةٌ		غطرف		صفة			مذكر			جمع																	
226	غُفْلٌ		غفل		صفة			مذكر			مفرد	أَغْفَالٌ			DnN				Tn									". 1.""عَرَفُوهُ غُفْلاً"" : إِنْسَاناً لاَ يُرْجَى خَيْرُهُ وَلاَ يُخْشَى شَرُّهُ. 2.""رَجُلٌ غُفْلٌ"" : لَمْ يُخَبِّرِ الأُمُورَ. 3.""شِعْرٌ غُفْلٌ"" : قَائِ"
227	أَغْفَالٌ		غفل		صفة			مذكر			جمع																	
228	غَلِيٌّ		غلو		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"غَلِيٌّ-غَلِيٌّ [غ ل و]. ""سِعْرٌ غَلِيٌّ"" : مُرْتَفِعٌ."
229	غُمْرٌ		غمر		صفة			مذكر			مفرد	أَغْمَارٌ			DnN				Tn									". 1.""فَتـىً غُمْرٌ"" : غِرٌّ، لَمْ يُجَرِّبِ الأُمُورَ. 2. : زَعْفَرَانٌ."
230	أَغْمَارٌ		غمر		صفة			مذكر			جمع																	
231	غُنْدُرٌ		غندر		صفة			مذكر			مفرد								Tn									"غُنْدُرٌ - [غ ن د ر]. ""شَابٌّ غُنْدُرٌ"" : حَسَنُ الشَّبَابِ، نَاعِمٌ. "
232	غُنْدُورٌ		غندر		صفة			مذكر			مفرد								Tn									"غُنْدُورٌ - [غ ن د ر]. ""شَابٌّ غُنْدُورٌ"" : حَسَنُ الشَّبَابِ،  غُنْدُرٌ، نَاعِمٌ. "
233	غَوِيٌّ		غوي		صفة			مذكر			مفرد	+ون;+ات;أَغْوِيَاءُ		Ta	DnT	Pf	PmS		Tn									". 1.""عَرَفْتُهُ رَجُلاً غَوِيّاً"" : رَجُلاً ظَالِماً وَمُمْعِناً فِي الضَّلاَلِ، غَاوٍ.القصص"
234	أَغْوِيَاءُ		غوي		صفة			مذكر			جمع																Non	
235	غَيِّثٌ		غيث		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"غَيِّثٌ-غَيِّثٌ [غ ي ث]. 1.""سَحَابٌ غَيِّثٌ"" : كَثِيرُ الْغَيْثِ. 2.""فَرَسٌ ذُو غَيِّثٍ"" : أَيْ يَزْدَادُ جَرْياً بَعْدَ جَرْيٍ."
236	غَادَةٌ		غيد		صفة			مذكر			مفرد	+ات;غِيدٌ			DnN	Pf			Tn									". ""كَانَتْ غَادَةً بَيْنَ قَرِينَاتِهَا"" : أَيْ فَتَاةً جَمِيلَةً نَاعِمَةً."
237	غِيدٌ		غيد		صفة			مذكر			جمع																	
238	مُتَفَتِّقَةٌ		فتق		صفة			مذكر			مفرد								Tn									"مُتَفَتِّقَةٌ - [ف ت ق]. ""اِمْرَأَةٌ مُتَفَتِّقَةٌ"" : سَلِيطَةُ اللِّسَانِ، سَرِيعَةُ الإِجَابَةِ"
239	فَتِيٌّ		فتو		صفة			مذكر			مفرد	+ون;+ات;فِتَاءٌ;أَفْتَاءٌ		Ta	DnT	Pf	PmS		Tn									". 1.""وَلَدٌ فَتِيٌّ"" : شَابٌّ. 2.""كَبْشٌ فَتِيٌّ"" : لَمْ يَمُرَّ عَلَيْهِ الْحَوْلُ، لَحْمُهُ طَرِيٌّ."
240	فِتَاءٌ		فتو		صفة			مذكر			جمع																	
241	أَفْتَاءٌ		فتو		صفة			مذكر			جمع																Non	
242	فِجٌّ		فجج		صفة			مذكر			مفرد	+ات		Ta	DnT	Pf			Tn									"فِجٌّ-فِجٌّ، ةٌ [ف ج ج]. 1.""طَعَامٌ فِجٌّ"" : غَيْرُ نَاضِجٍ. ""فَاكِهَةٌ فِجَّةٌ"". 2.""كَلاَمٌ فِجٌّ"" : سَاقِطٌ، نَابٍ"
243	فَحْفَاحٌ		فحفح		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"فَحْفَاحٌ-فَحْفَاحٌ [ف ح ف ح]. 1.""رَجُلٌ فَحْفَاحٌ"" : فِي صَوْتِهِ بُحَّةٌ. 2.""خَطِيبٌ فَحْفَاحٌ"" : كَثِيرُ الكَلاَمِ."
244	فَحْلَةٌ		فحل		صفة			مذكر			مفرد	+ات			DnN	Pf			Tn									"فَحْلَةٌ-فَحْلَةٌ [ف ح ل]. ""اِمْرَأَةٌ فَحْلَةٌ"" : سَلِيطَةُ اللِّسَانِ ."
245	فَحْلٌ		فحل		صفة			مذكر			مفرد	فُحُولٌ			DnN				Tn									"(حو). 1. : الذَّكَرُ مِنْ كُلِّ حَيَوَانٍ. 2.""فُحُولُ الشُّعَرَاءِ"" : الْمُفَضَّلُونَ وَالْمُتَمَ"
246	فُحُولٌ		فحل		صفة			مذكر			جمع																	
247	فَخْمٌ		فخم		صفة			مذكر			مفرد	+ات;		Ta	DnT	Pf			Tn									"فَخْمٌ - [ف خ م]. 1.""رَجُلٌ فَخْمٌ"" : عَظِيمُ الْقَدْرِ. 2.""كَلاَمٌ فَخْمٌ"" : فَصِيحٌ، جَزْلٌ. 3.""بَيْتٌ فَخْمٌ"" : فَاخِرٌ. "
248	مِفَرٌّ		فرر		صفة			مذكر			مفرد								Tn									"مِفَرٌّ - [ف ر ر]. ""جَوَادٌ مِفَرٌّ"" : سَرِيعٌ جِدّاً.   "
249	فَرَطٌ		فرط		صفة			مذكر			مفرد								Tn									"فَرَطٌ-فَرَطٌ [ف ر ط]. 1.""رَجُلٌ فَرَطٌ"" : فَارِطٌ، أَيْ مَنْ يَسْبِقُ إِلَى الْمَاءِ يُعِدُّهُ وَيُهَيِّئُهُ. ""قَوْمٌ فَرَطٌ"". 2.""اللَّهُمَّ اجْعَلْهُ لَنَا فَرَطاً"" : أَجْراً، عَمَلاً يَتَقَدَّمُنَا حَتَّى نَرِدَ عَلَيْهِ. 3.""كَانَ أَمْرُهُ فَرَطاً"" : أَيْ مَا يُفَرِّطُ فِيهِ الإِنْسَانُ، يُضَيِّعُهُ بِتَقْصِيرِهِ وَإِهْمَالِهِ. 4."" فِي عَمَلِهِ فَرَطٌ"" : عَجَلَةٌ."
250	فُرُطٌ		فرط		صفة			مذكر			مفرد								Tn									"فُرُطٌ-فُرُطٌ [ف ر ط]. 1.""فِي حُكْمِهِ فُرُطٌ"" : ظُلْمٌ، اِعْتِدَاءٌ. 2.""مَا قَامَ بِهِ جَاءَ أَمْراً فُرُطاً"" : فِيهِ إِسْرَافٌ وَتَجَاوُزٌ لِلْحَدِّ. 3.""أَمْرٌ فُرُطٌ"" : مُضَيَّعٌ وَمَتْرُوكٌ. الكهف آية 28وَاتَّبَعَ هَوَاهُ وَكَانَ أَمْرُهُ فُرُطاً (قرآن)."
251	فُرُغٌ		فرغ		صفة			مذكر			مفرد								Tn									"فِرْغٌ-فِرْغٌ [ف ر غ] .""ذَهَبَ دَمُهُ فِرْغاً"" : هَدَراً."
252	فِرْغٌ		فرغ		صفة			مذكر			مفرد								Tn									"فُرُغٌ-فُرُغٌ [ف ر غ]. 1.""إِنَاءٌ فُرُغٌ"" : مُفْرَغٌ، خَالٍ. 2.""قَوْسٌ فُرُغٌ"" : بِغَيْرِ وَتَرٍ."
253	فَارُوقٌ		فرق		صفة			مذكر			مفرد								Tn									"فَارُوقٌ-فَارُوقٌ [ف ر ق]. 1.""حَاكِمٌ فَارُوقٌ"" : يُفَرِّقُ بَيْنَ الْحَقِّ وَالْبَاطِ"
254	فُرُقٌ		فرق		صفة			مذكر			مفرد								Tn									"فُرُقٌ-فُرُقٌ [ف ر ق]. ""رَجُلٌ فُرُقٌ"" : شَدِيدُ الفَزَعِ وَالْخَوْفِ."
255	فَرُوقَةٌ		فرق		صفة			مذكر			مفرد								Tn									"فَرُوقَةٌ-فَرُوقَةٌ [ف ر ق]. ""رَجُلٌ فَرُوقَةٌ"" : جَبَانٌ، شَدِيدُ الْخَوْفِ. ""اِمْرَأَةٌ فَرُوقَةٌ""."
256	فَرِيٌّ		فري		صفة			مذكر			مفرد	+ات		Ta	DnT	Pf			Tn									"فَرِيٌّ-فَرِيٌّ [ف ر ي]. 1.""إِنَّهُ لَأَمْرٌ فَرِيٌّ"" : لَأَمْرٌ عَجِيبٌ. مريم آية 27قَالُوا يَا مَرْيَمَ لَقَدْ جِئْتِ شَيْئاً فَرِيّاً (قرآن). 2.""مَا"
257	فَزٌّ		فزز		صفة			مذكر			مفرد	أَفْزَازٌ			DnN				Tn									". 1.""وَلَدٌ فَزٌّ"" : ضَعِيفٌ، خَفِيفٌ. 2.""صَادَ الفَزَّ"" : وَلَدُ البَقَرَةِ الوَحْشِيَّةِ."
258	أَفْزَازٌ		فزز		صفة			مذكر			جمع																	
259	فَزَّاعَةٌ		فزع		صفة			مذكر			مفرد	+ات			DnN	Pf			Tn									"فَزَّاعَةٌ - [ف ز ع]. 1.""إِنَّهُ رَجُلٌ فَزَّاعَةٌ"" : يُفْزِعُ النَّاسَ كَثِيراً. 2.""فَزَّاعَةُ الطُّيُورِ"" : تِمْثَالٌ عَلَى شَكْلِ إِنْسَانٍ مِنَ الْقَشِّ وَالثَّوْبِ يُنْصَبُ فِي الْمَزَارِعِ لِتَخْوِيفِ الطُّيُورِ وَالحْيَوَانَاتِ. "
260	فُزَعَةٌ		فزع		صفة			مذكر			مفرد								Tn									"فُزَعَةٌ-فُزَعَةٌ [ف ز ع]. ""رَجُلٌ فُزَعَةٌ"" : يَفْزَعُ مِنَ النَّاسِ كَثِيراً."
