#رقم	مشكول	غيرمشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرد	التأنيث	التثنية	ج, مؤ, س,	ج, مذ, س,	المنقوص	تنوين النصب	نسب	إض, لف,	ـو	ك	كال	ها	هم	تنوين النصب للجمع	شرح
86	قَوَّادٌ		قود	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"قَوَّادٌ-قَوَّادٌ [ ق و د ] (صِيغَةُ فَعَّال). 1.""قَائِدٌ قَوَّادٌ"" : قَوِيُّ القِيَادَةِ. 2.""رَجُلٌ قَوَّادٌ "": مُنَظِّمُ شُؤُونِ الْمَرْأَةِ البَغِيِّ وَالْحَرِيصُ عَلَى تَصْرِيفِ أُمُورِهَا."
87	لَبَّانٌ		لبن	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						(صِيغَةُ فَعَّال). : صَانِعُ اللَّبَنِ، بَائِعُهُ.
88	لَحَّانٌ		لحن	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"لَحَّانٌ-لَحَّانٌ [ل ح ن] (صِيغَةُ فَعَّال). ""قَارِئٌ لَحَّانٌ"" : يُخْطِئُ فِي قِرَاءتِهِ وَيُخَالِفُ قَوَاعِدَ الإِعْرَابِ."
89	مَلاَّسٌ		ملس	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"مَلاَّسٌ-مَلاَّسٌ [م ل س] (صِيغَةُ فَعَّال). ""حِرْفَتُهُ مَلاَّسٌ"" : عَامِلٌ مُمَلِّسٌ."
90	مَلاَّطٌ		ملط	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"(صِيغَةُ فَعَّال). ""حِرْفَتُهُ مَلاَّطٌ"" : مَنْ يُمَلِّطُ الْجُدْرَانَ، جَبَّاسٌ، جَصَّاصٌ."
91	نَجَّادٌ		نجد	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						(صِيغَةُ فَعَّال). : الْمُنَجِّدُ، أَيْ مَنْ يَخِيطُ الفُرُشِ وَالوَسَائِدَ.
92	نَجَّارٌ		نجر	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"(صِيغَةُ فَعَّال). : مَنْ حِرْفَتُهُ نَجْرُ الْخَشَبِ وَصُنْعُ الأَدَوَاتِ الْخَشَبِيَّةِ. ""النَّجَّارُ الْمَاهِرُ يَضْرِبُ الْمِسْمَارَ ضَرْبَةً وَاحِدَةً لاَعِوَجَ فِيهَا"". (توفيق الحكيم)."
93	نَدَّافٌ		ندف	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						نَدَّافٌ-نَدَّافٌ [ن د ف] (صِيغَةُ فَعَّال). : الَّذِي يَنْدِفُ القُطْنَ.
94	نَسَّاجٌ		نسج	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						(صِيغَةُ فَعَّال). : الَّذِي يَنْسِجُ الثِّيَابَ.
95	خَشَّابٌ		خشاب	فَعَّال.	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"ج: ـون. (صِيغَةُ فَعَّال). ""اِشْتَرَى الْخَشَبَ مِنَ الْخَشَّابِ"" : مِنْ بَائِعِ الخَشَبِ."
96	حَنّاطٌ		حنط	فَعَّالٍ	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"حِنَاطٌ-حِنَاطٌ [ح ن ط]. ""حِناطٌ الْمَيِّتِ"" : مَوَادُّ طَيِّبَةٌ من مِسْكٍ وَعنْبَرٍ وكَافُورٍ تُوضَعُ فِي كَفَنِ الْمَيِّتِ وَجِسْمِه خَاصَّةً، تَحْفَظهُ طَوِيلاً مِنَ الفَسَادِ."
97	سَفَّانٌ		سفن	فَعَّالٍ	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"سَفَّانٌ-سَفَّانٌ [س ف ن] (صِيغَةُ فَعَّالٍ). 1. ""سَفَّانٌ مَاهِرٌ"" : صَانِعُ السُّفُنِ. 2. ""أبْحَرَ السَّفَّانُ بِالسَّفِينَةِ"" : قَائِدُهَا."
98	خَبَّازٌ		خبز	فعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"خَبَّازٌ-خَبَّازٌ [خ ب ز] (صِيغَةُ فعَّال). ""خَبَّازُ الْحَيِّ"" : صَانِعُ الْخُبْزِ وَبَائِعُهُ."
99	حَطَّابٌ		جطب	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"(صيغَةُ فَعَّال). ""رَجَعَ الحَطَّابُ مِنَ الغَابَةِ مُبَكِّراً"" : جَامِعُ الحَطَبِ أَوْ بَائِعُهُ."
100	حذَّاءٌ		حذو	فَعَّال	صيغة			مذكر			مفرد	+ون			Dz		Pm		Tn			ـو						"حذَّاءٌ-حذَّاءٌ [ح ذ و] (صيغَةُ فَعَّال). ""صَنَعَ لَهُ الحَذَّاءُ حِذاءً"": صانِعُ الأَحْذِيَةِ، بائِعُها. ""قَرَّرَ أَنْ يَرْتَقِيَ مِنَ إِسْكافِيٍّ إلى حَذَّاءٍ"". (حنا مينه)."
101	حذَّاءَةٌ		حذء	فعّالة	صيغة			مذكر			مفرد	+ات;			DnN	Pf			Tn									
102	قَفَّالٌ		قفل	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						(صيغَةُ فَعَّال). : صَانِعُ الأَقْفَالِ وَمُصْلِحُهَا.
103	صَرَّافٌ		صرف	فَعّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"(صيغَةُ فَعّال). ""بَدَّلَ نُقُودَهُ عِنْدَ الصَّرَّافِ"" : مَنْ يُبَدِّلُ نُقُوداً بِنُقُودٍ حَسَبَ قِيمَتِهَا الصَّرْفِيَّةِ."
104	حَصّادٌ		حصد	فعّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"(صيغة فعّال). ""تَهَيَّأَ الْحَصّادونَ لِلحَصادِ"" : أَي مَنْ يَحْصُدُ الْقَمْحَ بِالْمِنْجَلِ. حاصدون."
105	حَلاَّقٌ		حلق	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"حَلاَّقٌ-حَلاَّقٌ [ح ل ق] (صيغةُ فَعَّال). ""حَلاَّقُ الحَيِّ"" : مَنْ يَحْلِقُ الشَّعَرَ."
106	فَلاَّيٌ		فلي	فَعَّالَة	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	PmS		Tn			ـو						"فِلاَيَةٌ-فِلاَيَةٌ [ف ل ي]. ""فِلاَيَةُ الرَّأْسِ أَوِ ا"
107	بَيَّاضٌ		بيض	فعَّالَة	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"بَيَّاضَةٌ-بَيَّاضَةٌ [ب ي ض] (صِيغَة فعَّالَة لِلْمُبالَغَةِ). ""دَجَاجَةٌ بَيَّاضَةٌ"" : بَيوضٌ، تَبِيضُ بِكَثْرَةٍ."
108	عَلاَّمٌ		علم	فَعَّالَة	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"عَلاَّمَةٌ-عَلاَّمَةٌ [ع ل م] (صِيغَةُ فَعَّالَة لِلْمُبَالَغَةِ). ""فَقِيهٌ عَلاَّمَةٌ، مُتَبَحِّرٌ فِي العُلُومِ"" : العَالِمُ جِدّاً بِأُمُورِ العِلْمِ."
109	فَهَّامٌ		فهم	فَعَّالَة	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"فَهَّامَةٌ-فَهَّامَةٌ [ف هـ م] (صِيغَةُ فَعَّالَة لِلْمُبَالَغَةِ). ""رَجُلٌ فَهَّامَةٌ"" : كَثِيرُ الْفَهْمِ، ذَكِيٌّ."
110	طَلاَّعٌ		طلع	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"طَلاَّعٌ-طَلاَّعٌ [ط ل ع] (صِيغَةُ فَعَّال لِلطَّالِعِ). ""هُوَ طَلاَّعُ الثَّنَايَا"" : مُحَنَّكٌ وَعَارِفٌ بِالأُمُورِ وَمُطَّلِعٌ عَلَيْهَا."
111	صَدَّامٌ		صدم	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"صَدَّامٌ-صَدَّامٌ [ص د م] (صِيغَة فَعَّال لِلْمُبَالَغَة). 1.""صَدَّامٌ فِي الْمَعَار"
112	أخَّاذٌ		ءخذ	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"أخَّاذٌ-أخَّاذٌ، ةٌ [أ خ ذ] (صِيغَة فَعَّال لِلْمُبَالَغَةِ). ""مَنْظَرٌ أَخَّاذٌ"": فَتَّانٌ، سَاحِرٌ. ""مَناظِرُ أخَّاذَةٌ""."
113	بَذَّالٌ		بذل	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"بَذَّالٌ-بَذَّالٌ، ةٌ [ب ذ ل] (صِيغَة فَعَّال لِلْمُبَالَغَةِ). ""رَجُلٌ بَذَّالٌ"" : كَثِيرُ الْبَذْلِ لِلْمَالِ."
114	شَغَّالٌ		شغل	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"شَغَّالٌ-شَغَّالٌ [ش غ ل] (صِيغَة فَعَّال لِلْمُبَالَغَةِ). ""رَجُلٌ شَغَّالٌ"": كَثِيرُ الشُّغْلِ."
115	فَيَّاضٌ		فيض	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"(صِيغَة فَعَّال لِلْمُبَالَغَةِ). 1.""نَهْرٌ فَيَّاضٌ"" : كَثِيرُ الْمَاءِ. 2.""رَجُلٌ فَيَّاضٌ"": كَ"
116	مَنَّانٌ		منن	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"مَنَّانٌ-مَنَّانٌ، ةٌ [م ن ن] (صِيغَة فَعَّال لِلْمُبَالَغَةِ). 1.""رَجُلٌ مَنَّانٌ"" : كَثِيرُ الْمَنِّ، أَيِ الَّذِي يُعْطِي شَيْئاً ويَمُنُّ بِهِ. 2.""هُوَ اللَّهُ الْمَنَّانُ"" : مِنْ أَسْمَاءِ الله الْحُسْنَى."
117	نَعَّاقٌ		نعق	فَعَّال	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"نُعَاقٌ-نُعَاقٌ [ن ع ق] (مص. نَعَقَ). ""نُعَاقُ الغُرَابِ"" : نَعِيبُهُ، نَعِيقُهُ، صِيَاحُهُ، صَوْتُهُ. ""نُعَاقُ البُومَةِ""."
118	بَسَّامٌ		بسم	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"بَسَّامٌ-بَسَّامٌ [ب س م] (صِيغَة فَعَّال لِلْمُبالَغَةِ). 1.""وَلَدٌ بَسَّام"
119	دَيَّارٌ		دور	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"دَيَّارٌ-دَيَّارٌ [د و ر] (صِيغَة فَعَّال لِلْمُبالَغَةِ). ""ما بِالدَّارِ دَيَّارٌ"": أَيْ أَحَدٌ، أَي ساكِنُ الدَّارِ، وَلا يُسـْتَعْمَلُ إِلاَّ في النَّفْيِ.نوح آية 26 وقالَ نوحٌ رَبِّ لا تَذَرْ على الأَرْضِ مِنَ الكافِرينَ دَيَّارا (قرآن)."
120	ظَنَّانٌ		ظنن	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"ظَنَّانٌ-ظَنَّانٌ [ظ ن ن] (صِيغَة فَعَّال لِلْمُبالَغَةِ). 1.""رَجُلٌ ظَنَّانٌ"" : يُسيءُ الظَّنَّ كَثيراً. 2.""عَرَفْتُهُ ظَنَّاناً"" : أَي رَجُلاً لا يوثَقُ بِهِ."
121	عَضَّاضٌ		عضض	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"عَضَّاضٌ-عَضَّاضٌ [ع ض ض ] (صِيغَةُ فَعَّال لِلْمُبَاَلغَةِ). ""اِنْتَبِهْ، كَلْبٌ عَضَّاضٌ!"" : كَثِيرُ العَضِّ."
122	مَكَّارٌ		مكر	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"مَكَّارٌ-مَكَّارٌ [م ك ر] (صِيغَةُ فَعَّال لِلْمُبَالَغَة). ""رَجُلٌ مَكَّارٌ"": كَثِيرُ الْمَكْرِ، خَدَّاعٌ."
123	جَفَّالٌ		جفل	فَعَّال	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"جَفَّالٌ-جَفَّالٌ [ج ف ل] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). ""جَوَادٌ جَفَّالٌ"" : جَافِلٌ، سَرِيعُ العَدْوِ."
124	جَمَّازٌ		جمز	فَعَّال	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									جَمَّازٌ-جَمَّازٌ [ج م ز] (صِيغَةُ فَعَّال لِلْمُب
125	جَوَّابٌ		جوب	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"جَوَّابٌ-جَوَّابٌ [ج و ب] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). ""اِبْنُ بَطُّوطَةَ رَحَّالَةٌ جَوَّابٌ"" : كَثِيرُ الأَسْفَارِ. ""جَوَّابُ آفاقٍ""."
126	جَوَّادٌ		جود	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"جَوَّادٌ-جَوَّادٌ [ج و د] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). ""هُوَ جَوَّادٌ بَيْنَ أَهْلِهِ"" : كَثِيرُ العَطَاءِ."
127	جَوَّالٌ		جول	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"(صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). 1.""هُوَ جَوَّالٌ"" : كَثِيرُ الجَوَلاَنِ. 2.""اِنْتَقَلَ مِنْ كَشَّافٍ إِلَى رُتْبَةِ جَوَّالٍ"" : رُتْبَةٌ مِنْ رُتَبِ الكَشْفِيَّةِ، كَشَّافٌ كَبِيرٌ. ""هُوَ فِي فِرْقَةِ الجَوَّالَةِ""."
128	جَيَّاشٌ		جيش	فَعَّال	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"جَيَّاشٌ-جَيَّاشٌ [ج ي ش] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). ""اِسْتَقْبَلَهُ بِفَرَحٍ جَيَّاشٍ"" : بِفَرَحٍ عَظِيمٍ، فِيهِ حَرَكَةٌ وَحَيَوِيَّةٌ."
129	حَرَّانٌ		حرن	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;حِرارٌ;حَرارِيٌّ;		Ta	DnN	Pf	Pm		Tn			ـو					Non	"(صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). ""وَجَدْتُهُ حَرَّانَ"" : شَديدَ العَطَشِ."
132	خَتَّارٌ		ختر	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"خَتَّارٌ-خَتَّارٌ [خ ت ر] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). ""رَجُلٌ خَتَّارٌ"": غَ"
133	خَدَّاعٌ		خدع	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"(صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). ""إِنَّهُ رَجُلٌ خَدَّاعٌ"" : مَنْ يَسْعَى إِلَى الإِيقَاعِ بِالنَّاسِ بِا"
134	خَدَّامٌ		خدم	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"خَدَّامٌ-خَدَّامٌ [خ د م] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). ""أرْسَلَ الْخَدَّامَ لِقَضَاءِ بَعْضِ الأَغْرَاضِ"" : الْخَادِ"
135	خَرَّاصٌ		خرص	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"خَرَّاصٌ-خَرَّاصٌ [خ ر ص] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). ""وَلَ"
136	خَرَّاطٌ		خرط	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"خَرَّاطٌ-خَرَّاطٌ [خ ر ط] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). ""هَذَا "
137	خَطَّافٌ		خطف	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"خَطَّافٌ-خَطَّافٌ، ةٌ [خ ط ف] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). 1.""رَجُلٌ خَطَّافٌ"" : كَثِيرُ الْخَطْفِ. ""لِصٌّ خَطَّافٌ"". 2.""هُوَ خَطَّافٌ"" : شَيْطَانٌ."
138	خَفَّاقٌ		خفق	فَعَّال	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"خَفَّاقٌ-خَفَّاقٌ [خ ف ق] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). 1. ""كَانَ العَلَمُ خَفَّاقاً فِي العُلاَ"" : مُرَفْرِفاً فِي العُلاَ. 2. ""لَهُ قَلْبٌ خَفَّاقٌ"": يَخْفِقُ كَثِيراً."
139	خَلاَّقٌ		خلق	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"خَلاَّقٌ-خَلاَّقٌ [خ ل ق] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). 1. ""هُوَ اللهُ الخَلاَّقُ"" : صِفَةٌ مِنْ صِفَاتِ اللهِ تَعَالَى. 2. ""هُوَ فَنَّانٌ خَلاَّقٌ"" : مُبْدِعٌ. ""أَدِيبٌ أَوْ رَسَّامٌ خَلاَّقٌ""."
140	خَيَّالٌ		خيل	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"(صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). 1.""كَانَ خَيَّالاً بَارِعاً"" : فَارِساً. 2.""رَجُلٌ خَيَّالٌ"" : صَاحِبُ الخَيْلِ."
141	رَزَّاقٌ		رزق	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"رَزَّاقٌ-رَزَّاقٌ [ر ز ق] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). 1.""هُوَ اللَّهُ الرَّزَّاقُ"" : صِفَةٌ مِنْ صِفَاتِ اللَّهِ تَعَالَى وَمِنْ أسْمَائِهِ الحُسْنَى، أي الَّذِي يَرْزُقُ كُلَّ كَائِنٍ حَيٍّ. 2.""عَبْدُ الرَّزَّاقِ"" : اِسْمُ عَلَمٍ مُرَكَّبٌ."
142	رَسَّامٌ		رسم	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"رَسَّامٌ-رَسَّامٌ [ر س م] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). ""لَوْحَةُ رَسَّامٍ"": مَنْ يَرْسُمُ رُسُوماً وَأشْكَالاً وَخُطُوطاً بِالقَلَمِ أوِ الفُرْشَاةِ."
143	سَفَّاحٌ		سفح	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"(صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). ""سَفَّاحُ الدِّمَاءِ"" : سَافِكُ الدِّمَاءِ، سَفَّاكٌ، مُجْرِمٌ، قَاتِلٌ."
144	سَيَّارٌ		سير	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"(صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). 1.""رَجُلٌ سَيَّارٌ"" : كَثِيرُ السَّيْرِ. 2.""نَجْمٌ سَيَّارٌ"" (فك) : الواحِدُ مِنَ الكَوَاكِبِ السَّيَّارةِ. "
145	شَفَّافٌ		شفف	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"شَفَّافٌ-شَفَّافٌ [ش ف ف] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). 1.""نَسِيجٌ شَفَّافٌ"" : رَقِيقٌ، أَيْ كُلُّ مَا رَقَّ فَظَهَرَ مَا وَرَاءهُ. 2. ""مَاءٌ شَفَّافٌ"" : صَافٍ."
146	شَقَّاقٌ		شقق	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"شَقَّاقٌ-شَقَّاقٌ [ش ق ق] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). ""رَجُلٌ شَقَّاقٌ"": مُتَكَبِّرٌ، يَدَّعِي مَا لَيْسَ فِيهِ."
147	صَبَّانٌ		صبن	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									صَبَّانٌ-صَبَّانٌ [ص ب ن] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). : صَانِعُ الصَّابُونِ وَبَائِ
148	صَدَّاحٌ		صدح	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"صَدَّاحٌ-صَدَّاحٌ [ص د ح] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ). ""طَيْرٌ صَدَّاحٌ"" : رَافِعٌ صَوْتَهُ بِزَقْزَقَةٍ مُسْتَمِرَّةٍ، صَادِحٌ."
149	صَفَّارٌ		صفر	فَعَّال	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						صَفَّارٌ-صَفَّارٌ [ص ف ر] (صِيغَةُ فَعَّال لِلْمُبَالَغَةِ).: صَانِعُ النُّحَاسِ الأَصْفَرِ.
