#رقم	مشكول	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنثه	مذكره	عدد	الجمع	مفرد	التأنيث	التثنية	ج, مؤ, س,	ج, مذ, س,	المنقوص	تنوين النصب	نسب	إض, لف,	ـو	ك	كال	ها	هم	تنوين النصب للجمع	شرح
72	مُرَبَّعٌ	مربع	ربع		مفعول	رَبَّعَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. رَبَّعَ). 1.""شَكْلٌ مُرَبَّعٌ"" (هن) : شَكْلٌ هَنْدَسِيٌّ، ذُو أَضْلاَعٍ أَرْبَعَةٍ مُتَسَاوِيَةٍ تَقُومُ بَيْنَهَا زَوَايَا قَائِمَةٌ. 2.: حَاصِلُ ضَرْبِ عَدَدٍ في نفْسِهِ. 3.""رَجُلٌ مُرَبَّعُ الْحَاجِبَيْنِ"" : كَثِيرُ شَعْرِهِمَا، وَتَبْدُو كَأَنَّ لَهُ أَرْبَعَةَ حَوَاجِبَ."
73	مُعَبَّدٌ	معبد	عبد		مفعول	عَبَّدَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُعَبَّدٌ-مُعَبَّدٌ، ةٌ [ع ب د] (مفع. عَبَّدَ). ""طَرِيقٌ"
74	مَعْشُوقٌ	معشوق	عشق		مفعول	عَشِقَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. فَا. مِن عَشِقَ). 1.""شَابٌّ مَعْشُوقٌ"" : مَحْبُوبٌ. 2.""مَعْشُوقٌ لِكُلِّ جَمَالٍ"" : عَاشِقٌ..."
75	مُبْتَدَعٌ	مبتدع	بدع		مفعول	ابتدع		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									
76	مُبْتَذَلٌ	مبتذل	بذل		مفعول	اِبْتَذَلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُبْتَذَلٌ-مُبْتَذَلٌ، ةٌ [ب ذ ل] (مفع. مِن اِبْتَذَلَ). 1. ""يَلْبَسُ ثَوْباً مُبْتَذَلاً"" : بَالِياً، مُمَزَّقاً. 2.""خَاطَبَهُ بِكَلاَمٍ مُبْتَذَلٍ"" : بِكَلاَمٍ سَفِيهٍ خَادِشٍ لِلْحَيَاءِ. 3.""أُسْلُوبٌ مُبْتَذَلٌ"" : كَثِيرُ الاسْتِعْمَالِ، مَأْلُوفٌ، مُتَدَاوَلٌ. ""فِكْرَةٌ مُبْتَذَلَةٌ""."
77	مُبْتَسَرٌ	مبتسر	بسر		مفعول	اِبْتَسَرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُبْتَسَرٌ-مُبْتَسَرٌ، ةٌ [ب س ر] (مفع. مِن اِبْتَسَرَ). ""عَمَلٌ مُبْتَسَرٌ"" : عَمَلٌ "
78	مُبْتَغَى	مبتغى	بغي		مفعول	اِبْتَغَى		مذكر			مفرد	+ات 			Dy	Pf			Tn									"مُبْتَغىً-مُبْتَغىً [ب غ ي] (مفع. مِن اِبْتَغَى). ""يَنْشُدُ مُبْتَغَاهُ"" : طَلَبَهُ، حَاجَتَهُ، مَا يُؤَمِّلُهُ."
79	مُبْتَغاة	مبتغاة	بغي		مفعول	اِبْتَغَى		مؤنث			مفرد	+ات 			DnN	Pf			Tn									"مُبْتَغىً-مُبْتَغىً [ب غ ي] (مفع. مِن اِبْتَغَى). ""يَنْشُدُ مُبْتَغَاهُ"" : طَلَبَهُ، حَاجَتَهُ، مَا يُؤَمِّلُهُ."
80	مُبْتَكَرٌ	مبتكر	بكر		مفعول	اِبْتَكَرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن اِبْتَكَرَ). 1.""عَمَلٌ مُبْتَكَرٌ"" : مُبْ"
81	مُبْتَلٌّ	مبتل	بلل		مفعول	اِبْتَلَّ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُبْتَلٌّ-مُبْتَلٌّ [ب ل ل] (مفع. مِن اِبْتَلَّ). ""ثَوْبٌ مُبْتَلُّ"" : مَبْلُولٌ."
82	مُبْتَلَى	مبتلى	بلي		مفعول	ابْتَلَى		مذكر			مفرد	+ون 			Dy		Pm		Tn									"(مفع. مِن ابْتَلَى). ""مُبْتَلىً بِعَاهَةٍ"" : مُصَابُ بِهَا. ""مُبْتَلُونَ ب"
83	مُبْتَلاة	مبتلاة	بلي		مفعول	ابْتَلَى		مؤنث			مفرد	+ات 			DnN	Pf			Tn									"(مفع. مِن ابْتَلَى). ""مُبْتَلىً بِعَاهَةٍ"" : مُصَابُ بِهَا. ""مُبْتَلُونَ ب"
84	مُبْطَلٌ	مبطل	بطل		مفعول	أَبْطَلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِنْ أَبْطَلَ). ""شَيْءٌ مُبْطَلٌ"" : غَيْرُ دَارِجٍ، مُهْمَلٌ، مَهْجُورٌ."
85	مُبْعَدٌ	مبعد	بعد		مفعول	أَبْعَدَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. مِنْ أَبْعَدَ). 1.""مُبْعَدٌ عَنْ بِلاَدِهِ"" : مَنْفِيٌّ عَنْهَا. 2.""مُبْعَدٌ عَنِ العَمَلِ"": مَطْرُودٌ."
86	مُبْغَضٌ	مبغض	بغض		مفعول	أَبْغَضَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. مِنْ أَبْغَضَ). ""مُبْغَ"
87	مُبْهَمٌ	مبهم	بهم		مفعول	أَبْهَمَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُبْهَمٌ-مُبْهَمٌ [ب هـ م] (مفع. مِنْ أَبْهَمَ). 1.""تَحَدَّثَ بِكَلاَمٍ مُبْهَمٍ"" : غَامِضٍ لاَ يُدْرَكُ، مُلْتَبِسٍ. ""أَمْرٌ مُبْهَمٌ"". 2.""سَارَ فِي طَرِيقٍ مُبْهَمٍ"" "
88	مُتَاحٌ	متاح	تيح		مفعول	أَتاحَ;تَاحَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُتَاحٌ-مُتَاحٌ [ت ي ح] (مفع. مِنْ أَتاحَ تَاحَ). ""الدُّخُولِ "
89	مُتَّبَعٌ	متبع	تبع		مفعول	اِتَّبَعَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"مُتَّبَعٌ-مُتَّبَعٌ، ةٌ [ت ب ع] (مفع. مِن اِتَّبَعَ). 1.""مَنْهَجٌ مُتَّبَعٌ"": مُتَبَنّىً، السَّيْرُ عَلَى مِنْوَا"
90	مُتَّجَهٌ	متجه	وجه		مفعول	اِتَّجَهَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُتَّجَهٌ-مُتَّجَهٌ [و ج هـ] (مفع. مِن اِتَّجَهَ). ""يَعْمَلُ فِي كُلِّ مُتَّجَهٍ"" : فِي كُلِّ اتِّجَاهٍ. ""لاَ يَعْرِفُ هَدَفاً وَلاَ مُتَّجَهاً""."
91	مُتْرَبٌ	مترب	ترب		مفعول	أَتْرَبَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُتْرَبٌ-مُتْرَبٌ، ةٌ [ت ر ب] (مفع. مِنْ أَتْرَبَ). ""مَكَانٌ مُتْرَبٌ"" : كَثِيرُ الغُبَارِ."
92	مُتْرَعٌ	مترع	ترع		مفعول	أَتْرَعَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُتْرَعٌ-مُتْرَعٌ، ةٌ [ت ر ع] (مفع. مِنْ أَتْرَعَ). ""كَأْسٌ مُتْرَعَةٌ"": مَمْلُوءةٌ."
93	مُتْرَفٌ	مترف	ترف		مفعول	أَتْرَفَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. مِنْ أَتْرَفَ). ""رَجُلٌ مُتْرَفٌ"" : غَنِيٌّ، مَنْ يَعِيشُ فِي بُحْبُوحَةِ عَيْشٍ."
94	مُتَّسَعٌ	متسع	وسع		مفعول	اِتَّسَع		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُتَّسَعٌ-مُتَّسَعٌ [و س ع] (مفع. مِن اِتَّسَع). ""مَا زَالَ لَدَيْهِ مُتَّسَعٌ مِنَ الوَقْتِ"" : مَجَالٌ زَمَنِيٌّ، فُسْحَةٌ. ""لَمْ يَجِدْ مُتَّسَعاً مِنَ الوَقْتِ لِلْإِجَابَةِ عَلَى كُلِّ الأَسْئِلَةِ""."
95	مُتْعَبٌ	متعب	تعب		مفعول	أَتْعَبَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِنْ أَتْعَبَ). ""وَصَلَ مُتْعَباً مِنَ العَمَلِ"" : أَيْ مُرْهَقاً، تَعِباً، بِهِ عَيَاءٌ."
96	مُتَّفَقٌ	متفق	وفق		مفعول	اِتَّفَقَ		مذكر			مفرد								Tn									مُتَّفَقٌ-مُتَّفَقٌ، ةٌ [و ف ق] (مفع. مِن اِتَّفَقَ)
97	مُتْقَنٌ	متقن	تقن		مفعول	أَتْقَنَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِنْ أَتْقَنَ). ""عَمَلٌ مُتْقَنٌ"" : جَيِّدٌ، تَامٌّ."
98	مُتَّكَأٌ	متكأ	وكأ		مفعول	اِتَّكَأَ		مذكر			مفرد	+ات 			Dz	Pf			Tn									"(مفع. مِن اِتَّكَأَ). ""اِتَّخَذَ مِخَد"
99	مُتَّكَأَةٌ	متكأة	وكأ		مفعول	اِتَّكَأَ		مؤنث			مفرد	+ات 			DnN	Pf			Tn									"(مفع. مِن اِتَّكَأَ). ""اِتَّخَذَ مِخَد"
100	مُتَّهَمٌ	متهم	تهم،وهم		مفعول	اِتَّهَمَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. مِن اِتَّهَمَ). ""وَقَفَ الْمُتَّهَمُ فِي قَفَصِ الاتِّهَامِ"" : مَنِ اتُّهِمَ بِارْتِكَابِ ذَنْبٍ أَوْ جَرِيمَةٍ."
101	مُثْبَتٌ	مثبت	ثبت		مفعول	أَثْبَتَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"مُثْبَتٌ-مُثْبَتٌ [ث ب ت] (مفع. مِنْ أَثْبَتَ). 1.""عَمُودٌ مُثْبَتٌ"" : رَاسِخٌ، مَشْدُودٌ. 2.""مَرِيضٌ مُثْبَتٌ"" : لَمْ يَعُدْ يُفَارِقُ فِرَاشَهُ. 3.""كَلاَمٌ مُثْبَتٌ"" : قَائِمٌ، غَيْرُ مَنْفِيٍّ، وَاقِعٌ، مُؤَكَّدٌ. ""تُهْمَةٌ مُثْبَتَةٌ""."
102	مُثْخَنٌ	مثخن	ثخن		مفعول	أَثْخَنَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِنْ أَثْخَنَ). ""مُثْخَنٌ بِالجِرَاحِ"" : مُثْقَلٌ بِكَثْرَةِ الجِرَاحِ. ""وَقَعَ مُثْخَناً لاَ يَسْتَطِيعُ حَرَاكاً""."
103	مُثْقَلٌ	مثقل	ثقل		مفعول	أَثْقَلَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِنْ أَثْقَلَ). 1.""مُثْقَلٌ بِالدُّيُونِ"" : مَنْ تَرَاكَمَتْ عَلَيْهِ الدُّيُونُ. 2.""مُثْقَلٌ بِالهُمُومِ وَالأَحْزَانِ"" : الرَّازِحُ تَحْتَهَا."
104	مُجْبَرٌ	مجبر	جبر		مفعول	أَجْبَرَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِنْ أَجْبَرَ). ""مُجْبَرٌ عَلَى القِيَامِ بِهَذَا العَمَلِ الشَّاقِّ"" : مُكْرَهٌ."
105	مُجْتَثٌّ	مجتث	جثث		مفعول	اِجْتَثَّ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُجْتَثٌّ-مُجْتَثٌّ، ةٌ [ج ث ث] (مفع. من اِجْتَثَّ). 1.""نَبَاتٌ مُجْتَثٌّ"" : كُلُّ نَبَاتٍ يُنْزَعُ مِنْ جُذُو"
106	مُجْتَمَعٌ	مجتمع	جمع		مفعول	اِجْتَمَعَ		مذكر			مفرد	+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن اِجْتَمَعَ). 1.""اِتَّفَقُوا عَلَى أَنْ يَكُونَ مُجْتَمَعُهُمْ فِي السَّاحَةِ الكُبْرَى"" : مَكَان اجْتِمَاعِهِمْ. 2.""الْمُجْتَمَعُ العَرَبِيُّ"" : الجَمَاعَةُ مِنَ النَّاسِ تَعِيشُ سَوِيّاً وَتَرْبِطُهَا رَوَابِطُ مُشْتَرَكَةٌ."
107	مُؤَجَّرٌ	مؤجر	أجر		مفعول	أَجَّرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُؤَجَّرٌ-مُؤَجَّرٌ، ةٌ [أ ج ر] (مفع. مِنْ أَجَّرَ).""بَيْتٌ مُؤَجَّرٌ"" : مُكْتَرىً، أَيْ تَمَّ اسْتِئْجَارُهُ."
108	مُؤَجَّلٌ	مؤجل	أجل		مفعول	أَجَّلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُؤَجَّلٌ-مُؤَجَّلٌ، ةٌ [أ ج ل] (مفع. مِنْ أَجَّلَ) . ""مَوْعِدٌ مُؤَجَّلٌ"": مُؤَخَّرٌ. ""مَهْرٌ مُؤَجَّلٌ""."
109	مُجْمَلٌ	مجمل	جمل		مفعول	أَجْمَلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُجْمَلٌ-مُجْمَلٌ، ةٌ [ج م ل] (مفع. مِنْ أَجْمَلَ). ""مُجْمَلُ القَوْلِ"" : مُوجَزُهُ، خُلاَصَتُهُ."
110	مَجْنُونٌ	مجنون	جنن		مفعول	جَنَّ		مذكر			مفرد	+ات;مَجَانِينُ 		ة	DnT	Pf			Tn			ـو						"(مفع. مِنْ أَجَنَّ عَلَى غَيْرِ قِيَاسٍ، أَيْ جَنَّ جُنَّ). 1.""مَجْنُونُ الْحَيِّ"" : مَنْ ذَهَبَ عَقْلُهُ. 2.""مُسْتَشْفَى الْمَجَانِينِ"" : مُسْتَشْفَى الأَمْرَاضِ العَقْلِيَّةِ."
111	مَجَانِينُ	مجانين	جنن		مفعول	جَنَّ					جمع		مَجْنُونٌ														Non	
112	مُجْهَضٌ	مجهض	جهض		مفعول	أَجْهَضَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُجْهَضٌ-مُجْهَضٌ، ةٌ [ج هـ ض] (مفع. مِنْ أَجْهَضَ). 1.""جَنِينٌ مُجْهَضٌ"" : أُلْقِيَ بِهِ قَبْلَ اكْتِمَالِهِ. 2.""فِكْرَةٌ مُجْهَضَةٌ"": لَمْ تَكْتَمِلْ صُورَتُهَا. ""أَعْمَالٌ مُجْهَضَةٌ""."
113	مُحَاطٌ	محاط	حوط		مفعول	أَحَاطَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِنْ أَحَاطَ). 1.""مُحَاطٌ مِنْ كُلِّ جِهَةٍ"" : مُحَاصَرٌ. 2.""أَسْرَارُهُ مُحَاطَةٌ بِالكِتْمَانِ"" : مَخْفِيَّةٌ. 3.""عَمَلُهُ مُحَاطٌ بِالغُمُوضِ"" : مُكْتَنَفٌ بِالغُمُوضِ، غَيْرُ وَاضِحٍ."
114	مُحْتَرَمٌ	محترم	حرم		مفعول	اِحْتَرَمَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. مِن اِحْتَرَمَ). ""رَجُلٌ مُحْتَرَمٌ"" : رَجُلٌ عَظِيمٌ، مُكَرَّمٌ، وَغَالِباً مَا تُسْتَعْمَلُ الكَلِمَةُ بَعْدَ الاسْمِ تَعْظِيماً وَتَقْدِيراً. ""سَيِّدِي الْمُحْتَرَمُ""."
115	مُحْتَسَبٌ	محتسب	حسب		مفعول	اِحْتَسَبَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُحْتَسَبٌ-مُحْتَسَبٌ، ةٌ [ح س ب] (مفع. مِن اِحْتَسَبَ). ""عَمَلٌ مُحْتَسَبٌ"" : لَهُ اعْتِبَارُهُ وَقِيمَتُهُ."
116	مُحْتَضَرٌ	محتضر	حضر		مفعول	اِحْتَضَرَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن اِحْتَضَرَ). ""مُحْتَضَرٌ عَلَى فِرَاشِهِ"" : مَنْ حَضَرَتْهُ الوَفَاةُ."
117	مُحْتَفَلٌ	محتفل	حفل		مفعول	اِحْتَفَلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن اِحْتَفَلَ). ""الرَّجُلُ الْمُحْتَفَلُ بِهِ"" : مَنْ تُقَامُ الْحَفْلَةُ تَكْرِيماً لَهُ."
118	مُحْتَقَرٌ	محتقر	حقر		مفعول	اِحْتَقَرَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن اِحْتَقَرَ). 1.""عَمَلٌ مُحْتَقَرٌ"" : مُسْتَهَانٌ بِهِ. 2.""رَجُلٌ مُحْتَقَرٌ بَيْنَ النَّاسِ"" : ذَلِيلٌ، مُهَانٌ."
119	مُحْتَكَرٌ	محتكر	حكر		مفعول	اِحْتَكَرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُحْتَكَرٌ-مُحْتَكَرٌ، ةٌ [ح ك ر] (مفع. مِن اِحْتَكَرَ). ""سِلْعَةٌ مُحْتَكَرَةٌ مِنْ لَدُنِ التُّجَّارِ الكِبَارِ"" : أَيْ يَقَعُ التَّفَرُّدُ بِها وَالتَّصَرُّفُ فِيهَا."
120	مُحْتَلٌّ	محتل	حلل		مفعول	اِحْتَلَّ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. مِن اِحْتَلَّ). 1.""يُحَارِبُ العَدُوَّ الْمُحْتَلَّ لِبِلاَدِهِ"" : مَنِ احْتَلَّ بِلاَدَهُ، اِسْتَوْلَى عَلَيْها. ""الْمُحْتَلُّونَ الغُزَاةُ"". 2.""هَزَّتِ الانْتِفَاضَةُ فِي الأَرَاضِي الْمُحْتَلَّةِ الضَّمِيرَ العَالَمِيَّ"" : الأَرَاضِي الَّتِي تَمَّ الاسْتِيلاَءُ عَلَيْهَا مِنْ لَدُنِ الصَّهَايِنَةِ."
121	مُحْتَمَلٌ	محتمل	حمل		مفعول	اِحْتَمَلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُحْتَمَلٌ-مُحْتَمَلٌ، ةٌ [ح م ل] (مفع. مِن اِحْتَمَلَ). ""مِنَ الْمُحْتَمَلِ أَنْ أَزُورَكَ"" : مِنَ الْمُمْكِنِ، مِنَ الْمُرَجَّحِ، مِنَ الْجَائِزِ، مِنَ الْمُتَوَقَّعِ."
122	مُحْدَثٌ	محدث	حدث		مفعول	أَحْدَثَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِنْ أَحْدَثَ). 1.""أَمْرٌ مُحْدَثٌ"" : مَا أُحْدِثَ وَلَمْ يَكُنْ مُتَدَاوَلاً فِي كِتَابٍ أَوْ سُنَّةٍ. ""شَرُّ الأُمُورِ مُحْدَثَاتُهَا وَكُلُّ مُحْدَثَةٍ بِدْعَةٌ وَكُلُّ بِدْعَةٍ ضَلالَةٌ"". 2.""كَاتِبٌ مُحْدَثٌ"" : مُتَأَخِّرٌ، أَيْ حَدِيثُ العَهْدِ. ""الكُتَّابُ القُدَمَاءُ وَالْمُحْدَثُونَ""."
123	مُحْدَوْدَبٌ	محدودب	حدب		مفعول	اِحْدَوْدَبَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن اِحْدَوْدَبَ). ""مُحْدَوْدَبُ الظَّهْرِ"" : مُقَوَّسُ الظَّهْرِ، مُعْوَجُّهُ."
124	مُحْصَنٌ	محصن	حصن		مفعول	أَحْصَنَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِنْ أَحْصَنَ). ""رَجُلٌ مُحْصَنٌ"" : مُتَزَوِّجٌ. ""اِمْرَأَةٌ مُحْصَنَةٌ"" : مُتَزَوِّجَةٌ، عَفِيفَةٌ."
125	مُحْكَمٌ	محكم	حكم		مفعول	أَحْكَمَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِنْ أَحْكَمَ). 1.""عَمَلٌ مُحْكَمُ الإِنْجَازِ"" : تَامٌّ، كَامِلٌ لاَ عَيْبَ فِيهِ. 2.""قَوْلٌ مُحْكَمٌ"" : مُحَدَّدٌ، وَاضِحٌ، مُثْبَتٌ. 3.""بِنَاءٌ مُحْكَمٌ"" : مَتِينٌ."
126	مُخْتَارٌ	مختار	خير		مفعول	اِخْتَارَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. مِن اِخْتَارَ). 1.""مُخْتَارٌ مِنْ بَيْنِ أَصْدِقَائِهِ لِلْقِيَامِ بِهَذَا العَمَلِ"" : الْمُنْتَقَى، الْمُصْطَفَى. 2.""مُخْتَارَاتٌ شِعْرِيَّةٌ"" : مَجْمُوعَةُ قَصَائِدَ مُنْتَقَاةٌ، مُنْتَخَبَاتٌ."
127	مُخْتَرَعٌ	مخترع	خرع		مفعول	اِخْتَرَعَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن اِخْتَرَعَ). ""مُخْتَرَعٌ جَدِيدٌ فِي مَجَال"
128	مُخْتَزَلٌ	مختزل	خزل		مفعول	اِخْتَزَلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُخْتَزَلٌ-مُخْتَزَلٌ، ةٌ [خ ز ل] (مفع. مِن اِخْتَزَلَ). 1.""حِسَابٌ مُخْتَزَلٌ"" : مُخْتَصَرٌ. 2."
